00460,12/19/2016,"1-2"" MITUTOYO INDICATING M",INDICATING MICROMETE,365,12/12/2024,261,12/13/2023,
00461,12/19/2016,"0-1"" VIS INDICATING MICROMETER",INDICATING MICROMETE,365,12/12/2024,261,12/13/2023,
00462,12/19/2016,"0-1"" MITUTOYO INDICATING M",INDICATING MICROMETE,365,06/08/2024,74,06/09/2023,
00463,12/19/2016,90 Deg. DIALSINK CHAMFER GAGE,CHAMFER GAGE,365,02/01/2025,312,02/02/2024,
00464,12/19/2016,"1 3/8 - 2"" FOWLER BORE MICROMETER",BORE MICROMETER,365,12/14/2024,263,12/15/2023,
00466,12/19/2016,"1-2"" STARRETT DISC MICROMETER","1-2""DISC MICROMETER",365,12/12/2024,261,12/13/2023,
00467,12/19/2016,"3-4"" MITUTOYO PITCH MICROMETER",PITCH MICROMETER,365,01/17/2025,297,01/18/2024,
00468,12/19/2016,"6-7"" MITUTOYO OUTSIDE MICROMETER","6""-7"" OUTSIDE MICROM",365,12/12/2024,261,12/13/2023,
00469,12/19/2016,1-1 3/8 FOWLER BORE MICROMETER,BORE MICROMETER,365,01/25/2025,305,01/26/2024,
00472,12/23/2016,BORE INDICATOR,BORE INDICATOR,365,04/03/2024,8,04/04/2023,
00473,06/15/2017,"2""-3"" Mitutoyo Micrometer","3"" OUTSIDE MICROMETE",365,06/01/2024,67,06/02/2023,
00474,09/25/2017,"0-1"" MITUTOYO GROOVE MICROMETER",GROOVE MICROMETER,365,12/18/2024,267,12/19/2023,
00475,03/12/2014,3/8-16 2B GO / NO GO THREAD GAGE (,THREAD PLUG GAGE,365,04/30/2024,35,05/01/2023,
00477,06/21/2018,"0-1"" STARRETT GROVE MICROMETER",GROOVE MICROMETER,365,10/22/2024,210,10/31/2022,
00478,06/04/2020,"0-1"" MITUTOYO DISC MIC","0"" - 1"" DISC MICROME",365,08/02/2024,129,08/03/2023,
00479,06/05/2020,3/4-24 UNS 2B,THREAD PLUG GAGE,365,10/01/2024,189,10/02/2023,
0048,03/02/2018,"0.65 - 0.80"" BORE MICROMETER",BORE MICROMETER,365,04/24/2024,29,04/25/2023,
00481,01/09/2018,"12"" FOWLER DIGITAL HEIGHT GAGE",DIGITAL HEIGHT GAGE,365,10/15/2024,203,10/16/2023,
00482,06/19/2020,"SPI 3"" - 4"" THREAD MIC","3-4"" OUTSIDE MICROME",365,06/01/2024,67,06/02/2023,
00483,06/19/2020,"2"" - 3"" THREAD MIC","2-3"" OUTSIDE MICROME",362,05/29/2024,64,06/02/2023,
00486,11/14/2020,1/2-13 UNC-2B STI GO / NO GO GAGE,THREAD PLUG GAGE,365,01/16/2025,296,01/17/2024,
00487,11/14/2020,5/16-24 UNJF 3B GO / NO GO THREAD G,THREAD PLUG GAGE,365,11/08/2024,227,11/09/2023,
0049,03/02/2018,"0.8""-1.0"" BORE MICROMETER SPI",BORE MICROMETER,365,03/01/2025,340,03/01/2024,
00491,01/18/2021,"0-1""MITUTOYO BLADE MIC (.030 BLADE)",BLADE MICROMETER,365,01/18/2025,298,01/19/2024,
00492,05/31/2022,"0-1"" 90° CHAMFER GAGE",CHAMFER GAGE,365,05/01/2024,36,05/02/2023,
00493,05/31/2022,10-32 STI UNF 2B GO/NO GO GAGE,THREAD PLUG GAGE,365,05/01/2024,36,05/01/2023,
0050,03/02/2018,"1.0 - 1.2"" BORE MICROMETER",BORE MICROMETER,365,03/02/2024,24 - Late,03/01/2024,
00501,04/16/2018,3/4-32 UN-2B GO / NO GO THREAD GAGE,THREAD PLUG GAGE,365,04/02/2024,7,04/03/2023,
00502,12/12/2020,M10 X 1.5 6H GO / NO GO THREAD P,THREAD PLUG GAGE,365,02/01/2025,312,03/01/2023,
00503,12/16/2020,3/8-24 UNJF 3B,THREAD PLUG GAGE,365,01/17/2025,297,01/18/2024,
00504,01/19/2021,5/8-32 UN-2B,THREAD PLUG GAGE,365,02/22/2025,333,02/23/2024,
00505,08/23/2009,1.750-28 UNS-2B PONAM GO/NO GO G,THREAD PLUG GAGE,365,10/02/2024,190,10/03/2023,
00506,07/11/2012,5/8-10 ACME-2G GO/NO GO PLUG GAGE,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
00508,12/01/2017,"0-1"" MITUTOYO DIGITAL MICROMETER","0 - 1 "" DIGITAL MICR",365,01/18/2025,298,01/19/2024,
0051,06/09/2009,4-40 UNC-2B GO PLUG GAGE,THREAD PLUG GAGE,365,02/05/2025,316,02/06/2024,
00510,12/05/2017,M6X1.0 6H GO / NO GO THREAD PLUG G,THREAD PLUG GAGE,365,01/18/2025,298,01/19/2024,
00512,12/29/2017,M20X2.5 6H GO/NO GO THREAD PLUG G,THREAD PLUG GAGE,365,01/17/2025,297,01/18/2024,
00513,12/29/2017,M22X2.5 6H GO/NO GO THREAD PLUG G,THREAD PLUG GAGE,365,01/17/2025,297,01/18/2024,
00516,01/19/2021,1/2-13 UNC-3B,THREAD PLUG GAGE,365,01/21/2025,301,01/22/2024,
00518,03/08/2013,3/4-10 UNC-2B GO / NO GO THD GAGE,THREAD PLUG GAGE,365,11/09/2024,228,11/10/2023,
00519,07/22/2011,"0-1"" CHINA PIN MIC","0 - 1"" PIN MICROMETE",365,06/04/2024,70,06/05/2023,
0052,03/02/2018,"1.2 - 1.4"" BORE MICROMETER",BORE MICROMETER,365,03/01/2025,340,03/01/2024,
00523,11/19/2019,10-32 STI 3B THREAD PLUG GAGE,THREAD PLUG GAGE,365,10/01/2024,189,10/02/2023,
00524,11/25/2019,#1-72 UNF-2B GO/NOGO THREAD PLUG G,THREAD PLUG GAGE,365,01/16/2025,296,01/17/2024,
00525,11/25/2019,#0-80 UNF-2B GO/NOGO THREAD PLUG G,THREAD PLUG GAGE,365,11/08/2024,227,11/09/2023,
00527,01/23/2020,1/4-28 UNF-2B,THREAD PLUG GAGE,365,02/01/2025,312,02/02/2024,
00528,03/10/2020,M10 X 1.50-5H STI THREAD PLUG GAGE,THREAD PLUG GAGE,365,02/01/2025,312,02/02/2024,
00529,07/14/2020,MITUTOYO DROP INDICATOR (.0001),DROP INDICATOR,365,10/01/2024,189,10/02/2023,
0053,03/02/2018,1.4 - 1.6 BORE MICROMETER,BORE MICROMETER,365,03/07/2024,19 - Late,03/08/2023,
00530,07/14/2020,MITUTOYO DROP IND. .025 (.0001),DROP INDICATOR,365,10/01/2024,189,10/02/2023,
00531,01/20/2021,5/16-24 UNJF-3B LH,THREAD PLUG GAGE,365,01/17/2025,297,01/18/2024,
00532,02/12/2021,"0""-1"" mitutoyo Micrometer digital","0 - 1 "" DIGITAL MICR",365,02/22/2025,333,02/23/2024,
00533,02/17/2021,mitutoya blade mic,"0-1"" BLADE MICROMETE",365,02/01/2025,312,02/02/2024,
0054,03/02/2018,"0.64968"" PLAIN RING GAGE",PLAIN RING GAGE,1095,05/16/2025,416,04/30/2019,
00540,03/15/2021,5/16-24 UNF-3B STI,STI THREAD PLUG,365,02/01/2025,312,02/02/2024,
00548,09/23/2011,M20 X 1.50 6H GO/NOGO THD. GAGE,THREAD PLUG GAGE,365,11/08/2024,227,11/09/2023,
00549,09/01/2020,"FOWLER 0"" - 6"" CALIPERS (TIM'S C","0"" - 6"" DIGITAL CALI",365,11/13/2024,232,11/14/2023,
0055,03/02/2018,"1.00004"" PLAIN RING GAGE",PLAIN RING GAGE,1095,05/16/2025,416,04/30/2019,
00551,12/21/2017,.001-1.0 DROP INDICATOR (NO NAME),DROP INDICATOR,365,02/01/2025,312,02/02/2024,
00552,01/31/2018,M10X1.25-6H GO/NO GO THREAD PLUG G,THREAD PLUG GAGE,365,01/17/2025,297,01/18/2024,
00553,01/31/2018,M12X1.25-6H GO / NO GO THREAD P,THREAD RING GAGE,365,01/17/2025,297,01/18/2024,
00554,10/02/2019,2-3/16 - 16 UN-2B PREPLATE,THREAD PLUG GAGE,365,10/02/2024,190,10/03/2023,
0056,03/02/2018,"1.4002"" PLAIN RING GAGE",PLAIN RING GAGE,1095,05/16/2025,416,04/30/2019,
00561,03/25/2021,1-1/16-20 UN-2B PRE-PLATE GO / NO G,THREAD PLUG GAGE,365,02/05/2025,316,02/06/2024,
00562,07/29/2021,"0-1"" BLADE MIC MITUTOYO (.0001"")","0-1"" BLADE MICROMETE",365,08/02/2024,129,08/03/2023,
00565,03/26/2021,3⁄4-10 UNC 2B THREAD PLUG GAGE (GO-,,365,02/01/2025,312,02/02/2024,
00566,03/14/2022,32-40 PITCH MIC (STARRETT),0 - 1 PITCH MIC,365,12/27/2024,276,12/28/2023,
00567,09/16/2022,"1""-2"" MITUTOYO PITCH MIC",PITCH MICROMETER,365,09/06/2024,164,09/07/2023,
0061,06/10/2011,10-32 UNF-3B GO/NO GO PLUG GAGE,THREAD PLUG GAGE,365,08/01/2024,128,08/02/2023,
0062,06/09/2009,12-24 UNC-2B GO/NO GO PLUG GAGE,THREAD PLUG GAGE,365,06/01/2024,67,06/02/2023,
0063,06/09/2010,12-28 UNF-2B GO/NO GO PLUG GA,THREAD PLUG GAGE,365,01/18/2025,298,01/19/2024,
0064,09/10/2009,1/4-20 UNC-1B GO / NO GO GAGE,THREAD PLUG GAGE,365,06/01/2024,67,06/02/2023,
0069,06/10/2009,5/16-24 UNF-2B GO/NO GO PLUG GAGE,THREAD PLUG GAGE,365,06/04/2024,70,06/05/2023,
0070,06/28/2018,5/16-24 UNF-2B THREAD PLUG GAGE,THREAD PLUG GAGE,365,06/01/2024,67,06/02/2023,
0071,06/09/2009,5/16-32 UNEF-2B GO/NO GO GAGE,THREAD PLUG GAGE,365,04/30/2024,35,05/01/2023,
0076,06/30/2010,3/8-24 UNF 3B GO / NO GO GAGE,THREAD PLUG GAGE,365,06/01/2024,67,06/02/2023,
0077,06/10/2009,3/8-32 UNEF-2B GO/NO GO PLUG GAGE,THREAD PLUG GAGE,365,06/01/2024,67,06/02/2023,
0081,06/10/2009,7/16-27 UNS-2B GO/NO GO THREAD G,THREAD PLUG GAGE,365,06/01/2024,67,06/02/2023,
0083,06/09/2009,1/2-20 UNF GO/NO GO THREAD GAGE,THREAD PLUG GAGE,365,11/05/2024,224,11/06/2023,
0085,05/09/2009,9/16-18 UNF 2B GO/NO GO GAGE,THREAD PLUG GAGE,365,06/06/2024,72,06/02/2023,
0087,06/09/2009,9/16-24 UNEF-2B GO/NO GO THREAD G,THREAD PLUG GAGE,365,06/01/2024,67,06/02/2023,
0091,09/05/2018,M3x0.5 6H THREAD PLUG GAGE,THREAD PLUG GAGE,365,04/17/2024,22,04/17/2023,
0092,06/10/2009,5/8-20 UN 2B GO THREAD PLUG GAGE,THREAD PLUG GAGE,365,04/02/2024,7,04/03/2023,
0094,06/10/2010,11/16-24 UNEF-2B GO/NO GO GAGE R,THREAD PLUG GAGE,365,04/02/2024,7,04/03/2023,
0096,06/10/2009,3/4-16 UNF 2B GO/NO GO GAGE,THREAD PLUG GAGE,365,10/01/2024,189,10/02/2023,
0098,05/10/2009,3/4-27 UN 2B GO/NO GO GAGE,THREAD PLUG GAGE,365,06/04/2024,70,06/05/2023,
0101,06/14/2021,DEPTH MIC MITUTOYO,"0"" - 3"" DEPTH MICROM",365,06/01/2024,67,06/02/2023,
01019,07/09/2021,"0-1"" PITCH MIC 20-24P STARRETT",0 - 1 PITCH MIC,365,01/17/2025,297,11/09/2023,
01020,07/14/2021,1.00000 IN RING GUAGE,PLAIN RING GAGE,1095,12/02/2024,251,/,/
01021,07/14/2021,"1"" IN RING GUAGE (1.00006)",PLAIN RING GAGE,1095,12/02/2024,251,/,/
01022,07/14/2021,.7010 IN RING GUAGE,PLAIN RING GAGE,365,12/27/2024,276,12/07/2022,
01023,07/14/2021,4.6510-X PLAIN RING GAGE,PLAIN RING GAGE,1095,12/02/2024,251,/,/
01024,07/14/2021,2.49996 RING GUAGE,PLAIN RING GAGE,1095,12/02/2024,251,/,/
01025,07/14/2021,2.5+ RING GUAGE (2.50012),PLAIN RING GAGE,1095,12/02/2024,251,/,/
01026,07/14/2021,2.50000 IN RING GUAGE,PLAIN RING GAGE,1095,12/02/2024,251,/,/
01027,07/15/2021,"1"" RING GUAGE (1.99993)",PLAIN RING GAGE,1096,12/03/2024,252,07/15/2021,
01028,08/05/2021,M7 X 1.0-6H,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01029,08/05/2021,M2 X .4-6H THREAD GUAGE,THREAD PLUG GAGE,365,10/02/2024,190,10/03/2023,
01030,08/05/2021,M6 X 1-6H THREAD GUAGE,THREAD PLUG GAGE,365,10/02/2024,190,10/03/2023,
01031,08/05/2021,M10 X 1.5-6H THREAD GUAGE,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01032,08/05/2021,M12 X 1.75-6H,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01033,08/05/2021,M12 X 1.75-6H THREAD GUAGE,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01034,08/05/2021,M16 X 1.5-6H,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01035,08/05/2021,M16 X 1.5-6H,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01036,08/05/2021,M12 X 1.75-6H,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01037,08/05/2021,M7 X 1-6H,THREAD PLUG GAGE,365,10/02/2024,190,10/03/2023,
01038,08/05/2021,M8 X 1.25-6H,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01039,08/05/2021,M22 X 1.5-5H THREAD GUAGE,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
0104,10/09/2013,M10 X 1.0 - 6H GO / NO GO THD GAGE,THREAD PLUG GAGE,365,11/07/2024,226,11/08/2023,
01040,08/05/2021,M8 X 1.25-6H,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01041,08/05/2021,1/4-28 UNF 2B,THREAD PLUG GAGE,365,10/02/2024,190,10/03/2023,
01042,08/05/2021,38/-24 UNF 3B,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01043,08/05/2021,A.190-32 UNF 3B,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01044,08/05/2021,10-32 UNF 3B,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01045,08/05/2021,10-32 UNF 2B,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01046,08/05/2021,10-32 UNF 2B,THREAD PLUG GAGE,365,08/03/2024,130,08/04/2023,
01047,08/05/2021,6-40 UNF 2B,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01048,08/05/2021,1.073-72 UNF 3B,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01049,08/05/2021,1-72 UNF 2B,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
0105,06/10/2009,M18X1.5-6H GO/NO GO THREAD PLUG G,THREAD PLUG GAGE,365,04/02/2024,7,04/03/2023,
01051,08/05/2021,0-80 UNF 3B THREAD GUAGE,THREAD PLUG GAGE,365,08/17/2023,222 - Late,/ /,
01052,08/09/2021,.505 PLAIN RING GUAGE,PLAIN RING GAGE,1095,12/02/2024,251,/ /,
01053,09/13/2021,"2.5-3"" SPI BORE MICROMETER","2""-2.5"" BORE MICROME",365,11/09/2024,228,11/10/2023,
01054,09/20/2021,3/4-32 UN 3B,THREAD PLUG GAGE,365,10/02/2024,190,10/03/2023,
01055,09/20/2021,1/4-18 NPT,THREAD PLUG GAGE,365,11/08/2024,227,11/09/2023,
01073,05/09/2022,3/8-16 UNC-3B THREAD PLUG GAUGE,THREAD PLUG GAGE,365,04/30/2024,35,05/01/2023,
01074,05/09/2022,5/16-18 UNC-3B,THREAD PLUG GAGE,365,04/30/2024,35,05/01/2023,
01075,06/17/2022,5.2500 Master Gauge ring,PLAIN RING GAGE,1095,12/06/2025,620,12/07/2022,
01076,06/23/2022,"18"" MITUTOYO DIGITAL CALIPERS","0""-18"" CLAIPERS",365,06/07/2024,73,06/08/2023,
01077,07/08/2022,"0-6"" spi digital caliper","0"" - 6"" DIGITAL CALI",365,08/03/2024,130,08/04/2023,
01078,08/01/2022,0-90o CHAMFER GAGE(SPI),CHAMFER GAGE,365,12/27/2024,276,08/01/2022,
01079,08/10/2022,0-1 DIGITAL MICROMETER MITUTOYO,"0 - 1 "" DIGITAL MICR",365,08/06/2024,133,08/07/2023,
01080,08/10/2022,0-1 DIGITAL MICROMETER MITUTOYO,"0 - 1 "" DIGITAL MICR",365,08/02/2024,129,08/03/2023,
01081,08/10/2022,3/8-16 NC-2B STI THREAD PLUG GAUGE,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01084,08/10/2022,"0-1"" VENEER MICROMETER MITUTOYO","0-1"" OUTSIDE MICROME",365,08/02/2024,129,08/03/2023,
01085,08/11/2022,"3.5-4"" BORE MICROMETER SPI",BORE MICROMETER,365,12/28/2024,277,08/04/2023,
01086,08/12/2022,M36X2.0 6H ACCU-GAUGE,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
01087,08/12/2022,.750-14 NPT ALAMEDA THREAD PLUG G,THREAD PLUG GAGE,1095,08/11/2025,503,10/12/2022,
01088,08/16/2022,0-6 SPI CALIPERS,"0"" - 6"" DIGITAL CALI",365,08/02/2024,129,08/03/2023,
01089,10/10/2022,8-36 UNF-2B THREAD PLUG GAUGE,THREAD PLUG GAGE,365,10/02/2024,190,10/03/2023,
01090,10/14/2022,Bore Gage,BORE MICROMETER,365,,365,11/09/2023,
01091,11/10/2022,3/4-16 UNF-2B THREAD GAUGE,THREAD PLUG GAGE,365,01/18/2025,298,01/19/2024,
01092,01/24/2023,12-24 UNC 3B,THREAD PLUG GAGE,365,01/18/2025,298,01/19/2024,
01093,01/31/2023,"1"" 127 Deg Chamfer Gage",CHAMFER GAGE,365,01/22/2025,302,01/23/2024,
01094,03/21/2023,8-32 UNC 2B,THREAD PLUG GAGE,365,03/01/2025,340,03/01/2024,
01096,03/21/2023,2-56 UNC 3B,THREAD PLUG GAGE,365,03/20/2024,6 - Late,03/21/2023,
01097,03/23/2023,"6"" digital caliper neiko","0"" - 6"" DIGITAL CALI",365,03/01/2025,340,03/01/2024,
01098,03/29/2023,4-48 UNF 2B,THREAD PLUG GAGE,365,03/28/2024,2,03/29/2023,
01099,04/27/2023,2-56 UNC-3B THREAD PLUG GAGE,,365,04/26/2024,31,04/27/2023,
01100,04/27/2023,#3-48 UNC-2B THREAD PLUG GAGE GO-N,THREAD PLUG GAGE,365,04/26/2024,31,04/27/2023,
01101,04/27/2023,2-56 UNC-2B THREAD PLUG GAGE,THREAD PLUG GAGE,365,04/26/2024,31,04/27/2023,
01103,05/24/2023,0 - 1 Digital Micrometer,"0 - 1 "" DIGITAL MICR",365,05/23/2024,58,05/24/2023,
01104,05/24/2023,0 - 1 Digital Micrometer,"0 - 1 "" DIGITAL MICR",365,05/23/2024,58,05/24/2023,
01106,07/05/2023,10-24 UC-2B,THREAD PLUG GAGE,365,07/04/2024,100,07/05/2023,
01107,07/06/2023,1/14-18 NEF-2B,THREAD PLUG GAGE,365,07/05/2024,101,07/06/2023,
01108,07/11/2023,"1- 2 "" Digital Micrometer","1"" - 2"" DIGITAL MICR",365,07/10/2024,106,07/11/2023,
011117,10/16/2023,Height Stand Hi_Cal V2 Smart,,365,10/15/2024,203,10/16/2023,
01115,09/22/2023,0-80 Thread Plug Gage,THREAD PLUG GAGE,365,09/21/2024,179,09/22/2023,
01117,10/30/2023,13/16-16UN-3B,THREAD PLUG GAGE,365,10/29/2024,217,10/30/2023,
01118,12/13/2023,1/4-28 UNF-2B STI,THREAD PLUG GAGE,365,12/12/2024,261,12/13/2023,
01119,12/18/2023,6.2500 RING GAGE,PLAIN RING GAGE,365,12/27/2024,276,12/28/2023,
01120,12/18/2023,.6298 RING GAGE,PLAIN RING GAGE,365,12/27/2024,276,12/28/2023,
01121,12/18/2023,3.5999 RING GAGE,PLAIN RING GAGE,365,12/28/2024,277,12/29/2023,
01122,01/25/2024,0-80 UNF-2B,THREAD PLUG GAGE,365,01/24/2025,304,01/25/2024,
01123,01/25/2024,0-80 UNF-2B,THREAD PLUG GAGE,365,01/24/2025,304,01/25/2024,
01124,01/25/2024,2.00-11 1/2 NPT,THREAD RING GAGE,365,01/24/2025,304,01/25/2024,
01125,01/29/2024,"0-12"" Dial Caliper","0-12"" DIAL CALIPER",365,01/28/2025,308,01/29/2024,
01126,01/29/2024,"0-18"" Dial Caliper","0""-18"" CLAIPERS",365,01/28/2025,308,01/29/2024,
01127,01/31/2024,3/8-18 NPT L1,THREAD PLUG GAGE,365,01/30/2025,310,01/31/2024,
01128,02/06/2024,4-40 UNC-2B STI,STI THREAD PLUG,365,02/05/2025,316,02/06/2024,
01129,02/06/2024,4-40 UNC-2B STI,STI THREAD PLUG,365,02/05/2025,316,02/06/2024,
01130,02/09/2024,M3 X .05 STI,STI THREAD PLUG,365,02/08/2025,319,02/09/2024,
01131,02/09/2024,2-56 UNC-3B,THREAD PLUG GAGE,365,02/08/2025,319,02/09/2024,
01132,02/09/2024,2-56 UNC-3B,STI THREAD PLUG,365,02/08/2025,319,02/09/2024,
01133,02/09/2024,2-56 UNC-2B,THREAD PLUG GAGE,365,02/08/2025,319,02/09/2024,
01134,02/09/2024,2-56 UNC-2B,THREAD PLUG GAGE,365,02/08/2025,319,02/09/2024,
01136,02/09/2024,"0-6"" Digital Caliper","0"" - 6"" DIGITAL CALI",365,02/08/2025,319,02/09/2024,
01137,02/09/2024,"0-6"" Digital Caliper","0"" - 6"" DIGITAL CALI",365,02/08/2025,319,02/09/2024,
01138,02/12/2024,1-64 UNC-2B,THREAD PLUG GAGE,365,02/11/2025,322,02/12/2024,
01139,02/12/2024,1-64 UNC-2B,THREAD PLUG GAGE,365,02/11/2025,322,02/12/2024,
01140,02/14/2024,14/-20 UNC-2B STI,STI THREAD PLUG,365,02/13/2025,324,02/14/2024,
01143,03/06/2024,"0-12"" Digital Caliper","0""-12"" DIGITAL CALIP",365,03/06/2025,345,03/06/2024,
01144,03/06/2024,"0-24"" Venier Caliper","VENIER CALIPER 18""",365,,365,03/06/2024,
01145,03/15/2024,".5"" - .65"" Bore Micrometer",BORE MICROMETER,365,03/15/2025,354,03/15/2024,
0117,06/10/2009,1-1/16-18 UNEF-2B SOUTHERN GAGE. G,THREAD PLUG GAGE,365,04/30/2024,35,05/01/2023,
0118,06/10/2009,7/8-20 UNEF-2B SOUTHERN GAGE. GO P,THREAD PLUG GAGE,365,04/30/2024,35,05/01/2023,
0122,06/10/2009,1-20 UNEF-2B GO PLUG GAGE,THREAD PLUG GAGE,365,06/04/2024,70,06/05/2023,
0127,06/10/2009,1-3/8-18 UNEF 2B GO/NO GO GAGE,THREAD PLUG GAGE,365,06/04/2024,70,06/05/2023,
0130,06/10/2010,15/16-20 UNEF-2B SOUTHERN GAGE CO,THREAD PLUG GAGE,365,06/04/2024,70,06/05/2023,
0131,01/23/2013,1-7/16-18 UNEF-2B THD. NO-GO ONLY P,THREAD PLUG GAGE,365,01/16/2025,296,01/17/2024,
0132,06/10/2009,1-1/16-20 UN-2B GO/NO GO PLUG GAGE,THREAD PLUG GAGE,365,06/04/2024,70,06/05/2023,
0149,06/10/2009,1-1/4-7 UNC-2B NORTH AMERICAN G,THREAD PLUG GAGE,365,04/30/2024,35,05/01/2023,
0150,06/10/2009,1-8 UNC-2B NORTH AMERICAN GAGE. G,THREAD PLUG GAGE,365,10/02/2024,190,10/03/2023,
0151,09/20/2021,8-32 STI 3B THREAD GUAGE,THREAD PLUG GAGE,365,11/07/2024,226,11/08/2023,
0152,06/10/2009,1-1/8-7 UNC-2B NORTH AMERICAN G,THREAD PLUG GAGE,365,06/04/2024,70,06/05/2023,
0158,09/03/2010,"M16X1.5-6H GO/NO GO GAGE, NORTH A",THREAD PLUG GAGE,365,10/02/2024,190,10/03/2023,
0159,06/10/2009,1 3/4-20 UN 2B SOUTHERN GAGE. G,THREAD PLUG GAGE,365,06/04/2024,70,06/05/2023,
0163,06/10/2009,1 5/8-20 UN 2B PRE-PLATE GO/NO GO T,THREAD PLUG GAGE,365,04/02/2024,7,04/03/2023,
0166,04/09/2012,M12 X 1.75 6H GO / NO GO GAGE,THREAD PLUG GAGE,365,04/30/2024,35,05/01/2023,
0171,10/22/2012,M8 X 1.25 6H GO / NO GO GAGE,THREAD PLUG GAGE,365,08/02/2024,129,08/03/2023,
0173,10/15/2018,1/4-36 UNS 2B GO /NO GO THREAD P,THREAD PLUG GAGE,365,10/02/2024,190,10/03/2023,
0174,10/15/2018,M6X0.75 6H GO / NO GO THREAD PLUG G,THREAD PLUG GAGE,365,10/02/2024,190,10/03/2023,
0185,06/10/2009,"1 1/2-12 UNF 2B GO GAGE, N. AMER.",THREAD PLUG GAGE,365,06/06/2024,72,06/07/2023,
0191,06/10/2009,1-12 UNF-2B GO - NO GO PLUG GAGE,THREAD PLUG GAGE,365,06/04/2024,70,06/05/2023,
0193,06/09/2009,ED 4-40 UNC-2B GO PLUG GAGE,THREAD PLUG GAGE,365,08/06/2024,133,08/07/2023,
0197,06/10/2009,1-1/4-20 UN 2B NORTH AMERICAN G,THREAD PLUG GAGE,365,04/02/2024,7,04/03/2023,
0198,06/10/2009,M6 X 1.0 4H GO/NO GO GAGE,THREAD PLUG GAGE,365,06/04/2024,70,06/05/2023,
0205,06/10/2009,5/16-24 UNF-2B GO/NO GO THD. GAGE,THREAD PLUG GAGE,365,11/08/2024,227,11/09/2023,
0212,06/10/2009,1/2-28 UNEF-2B GO/NO GO PLUG GAGE,THREAD PLUG GAGE,365,06/04/2024,70,06/05/2023,
0227,06/10/2009,1 3/8-20 UN GO THREAD PLUG GAGE,THREAD PLUG GAGE,1095,06/15/2024,81,06/16/2021,
0229,06/10/2009,1-1/4-20 UN PRE-PLATE NO. AMER. G,THREAD PLUG GAGE,365,04/02/2024,7,04/03/2023,
0240,06/10/2009,1 7/8-20 UN 2B GO/NO GO THREAD P,THREAD PLUG GAGE,365,04/02/2024,7,04/03/2023,
0242,06/10/2009,"5/16-24 UNF 2B ""PRE-PLATE"" GO GAGE",THREAD PLUG GAGE,365,06/01/2024,67,06/02/2023,
0246,06/10/2009,7/16-27 UNS 2B GO/NO GO THREAD G,THREAD PLUG GAGE,365,06/01/2024,67,06/02/2023,
0262,06/10/2009,7/16-20 UNF 2B GO/NO GO THREAD GAGE,THREAD PLUG GAGE,365,06/01/2024,67,06/02/2023,
0272,08/26/2020,1/16-27 NPT,THREAD PLUG GAGE,365,10/02/2024,190,10/03/2023,
0305,10/06/2021,8-32 UNC 2B P/P +.002 THREAD PLUG G,THREAD PLUG GAGE,365,10/01/2024,189,10/02/2023,
0307,10/11/2021,10-32 UNJF 3B THREAD PLUG GUAGE,THREAD PLUG GAGE,365,10/11/2024,199,10/12/2023,
0308,10/11/2021,10-32 STI 3B P\P,THREAD PLUG GAGE,365,11/07/2024,226,11/08/2023,
0309,10/11/2021,1/4-28 UNF-2B STI,THREAD PLUG GAGE,365,10/01/2024,189,10/02/2023,
0310,10/13/2021,90o-127o starret chamfer gage,CHAMFER GAGE,365,11/13/2024,232,11/14/2023,
0311,11/10/2021,M22x1.0 6H THREAD PLUG GUAGE,THREAD PLUG GAGE,365,11/07/2024,226,11/08/2023,
0313,03/04/2022,3/8-16 UNC-2B THREAD PLUG GAUGE,THREAD PLUG GAGE,365,02/05/2025,316,02/06/2024,
0316,04/18/2022,.0001 BROWN & SHARPE TEST I,,365,11/13/2024,232,11/14/2023,
0321,06/09/2009,1/2-20 UNF-2B GO PLUG GAGE,THREAD PLUG GAGE,365,06/01/2024,67,06/02/2023,
0323,06/09/2009,9/16-12 UNC 2B GO/NO GO THREAD P,THREAD PLUG GAGE,365,04/02/2024,7,04/03/2023,
